uri	http://www.wikidata.org/entity/Q836	en	literal	Myanmar
uri	http://www.wikidata.org/entity/Q117	en	literal	Ghana
uri	http://www.wikidata.org/entity/Q833	en	literal	Malaysia
uri	http://www.wikidata.org/entity/Q837	en	literal	Nepal
uri	http://www.wikidata.org/entity/Q142	en	literal	France
uri	http://www.wikidata.org/entity/Q842	en	literal	Oman
uri	http://www.wikidata.org/entity/Q843	en	literal	Pakistan
uri	http://www.wikidata.org/entity/Q145	en	literal	United Kingdom
uri	http://www.wikidata.org/entity/Q846	en	literal	Qatar
uri	http://www.wikidata.org/entity/Q148	en	literal	People's Republic of China
uri	http://www.wikidata.org/entity/Q851	en	literal	Saudi Arabia
uri	http://www.wikidata.org/entity/Q155	en	literal	Brazil
uri	http://www.wikidata.org/entity/Q854	en	literal	Sri Lanka
uri	http://www.wikidata.org/entity/Q863	en	literal	Tajikistan
uri	http://www.wikidata.org/entity/Q858	en	literal	Syria
uri	http://www.wikidata.org/entity/Q159	en	literal	Russia
uri	http://www.wikidata.org/entity/Q183	en	literal	Germany
uri	http://www.wikidata.org/entity/Q869	en	literal	Thailand
uri	http://www.wikidata.org/entity/Q874	en	literal	Turkmenistan
uri	http://www.wikidata.org/entity/Q184	en	literal	Belarus
uri	http://www.wikidata.org/entity/Q878	en	literal	United Arab Emirates
uri	http://www.wikidata.org/entity/Q189	en	literal	Iceland
uri	http://www.wikidata.org/entity/Q881	en	literal	Vietnam
uri	http://www.wikidata.org/entity/Q191	en	literal	Estonia
uri	http://www.wikidata.org/entity/Q884	en	literal	South Korea
uri	http://www.wikidata.org/entity/Q211	en	literal	Latvia
uri	http://www.wikidata.org/entity/Q889	en	literal	Afghanistan
uri	http://www.wikidata.org/entity/Q212	en	literal	Ukraine
uri	http://www.wikidata.org/entity/Q902	en	literal	Bangladesh
uri	http://www.wikidata.org/entity/Q213	en	literal	Czech Republic
uri	http://www.wikidata.org/entity/Q912	en	literal	Mali
uri	http://www.wikidata.org/entity/Q214	en	literal	Slovakia
uri	http://www.wikidata.org/entity/Q916	en	literal	Angola
uri	http://www.wikidata.org/entity/Q917	en	literal	Bhutan
uri	http://www.wikidata.org/entity/Q215	en	literal	Slovenia
uri	http://www.wikidata.org/entity/Q921	en	literal	Brunei
uri	http://www.wikidata.org/entity/Q217	en	literal	Moldova
uri	http://www.wikidata.org/entity/Q218	en	literal	Romania
uri	http://www.wikidata.org/entity/Q928	en	literal	Philippines
uri	http://www.wikidata.org/entity/Q924	en	literal	Tanzania
uri	http://www.wikidata.org/entity/Q219	en	literal	Bulgaria
uri	http://www.wikidata.org/entity/Q929	en	literal	Central African Republic
uri	http://www.wikidata.org/entity/Q221	en	literal	North Macedonia
uri	http://www.wikidata.org/entity/Q945	en	literal	Togo
uri	http://www.wikidata.org/entity/Q222	en	literal	Albania
uri	http://www.wikidata.org/entity/Q948	en	literal	Tunisia
uri	http://www.wikidata.org/entity/Q953	en	literal	Zambia
uri	http://www.wikidata.org/entity/Q225	en	literal	Bosnia and Herzegovina
uri	http://www.wikidata.org/entity/Q224	en	literal	Croatia
uri	http://www.wikidata.org/entity/Q227	en	literal	Azerbaijan
uri	http://www.wikidata.org/entity/Q958	en	literal	South Sudan
uri	http://www.wikidata.org/entity/Q954	en	literal	Zimbabwe
uri	http://www.wikidata.org/entity/Q963	en	literal	Botswana
uri	http://www.wikidata.org/entity/Q228	en	literal	Andorra
uri	http://www.wikidata.org/entity/Q229	en	literal	Republic of Cyprus
uri	http://www.wikidata.org/entity/Q965	en	literal	Burkina Faso
uri	http://www.wikidata.org/entity/Q230	en	literal	Georgia
uri	http://www.wikidata.org/entity/Q962	en	literal	Benin
uri	http://www.wikidata.org/entity/Q232	en	literal	Kazakhstan
uri	http://www.wikidata.org/entity/Q970	en	literal	Comoros
uri	http://www.wikidata.org/entity/Q967	en	literal	Burundi
uri	http://www.wikidata.org/entity/Q233	en	literal	Malta
uri	http://www.wikidata.org/entity/Q971	en	literal	Republic of the Congo
uri	http://www.wikidata.org/entity/Q235	en	literal	Monaco
uri	http://www.wikidata.org/entity/Q974	en	literal	Democratic Republic of the Congo
uri	http://www.wikidata.org/entity/Q977	en	literal	Djibouti
uri	http://www.wikidata.org/entity/Q237	en	literal	Vatican City
uri	http://www.wikidata.org/entity/Q983	en	literal	Equatorial Guinea
uri	http://www.wikidata.org/entity/Q236	en	literal	Montenegro
uri	http://www.wikidata.org/entity/Q986	en	literal	Eritrea
uri	http://www.wikidata.org/entity/Q241	en	literal	Cuba
uri	http://www.wikidata.org/entity/Q1000	en	literal	Gabon
uri	http://www.wikidata.org/entity/Q238	en	literal	San Marino
uri	http://www.wikidata.org/entity/Q242	en	literal	Belize
uri	http://www.wikidata.org/entity/Q1005	en	literal	Gambia
uri	http://www.wikidata.org/entity/Q244	en	literal	Barbados
uri	http://www.wikidata.org/entity/Q1006	en	literal	Guinea
uri	http://www.wikidata.org/entity/Q252	en	literal	Indonesia
uri	http://www.wikidata.org/entity/Q1007	en	literal	Guinea-Bissau
uri	http://www.wikidata.org/entity/Q258	en	literal	South Africa
uri	http://www.wikidata.org/entity/Q1008	en	literal	Ivory Coast
uri	http://www.wikidata.org/entity/Q262	en	literal	Algeria
uri	http://www.wikidata.org/entity/Q1009	en	literal	Cameroon
uri	http://www.wikidata.org/entity/Q265	en	literal	Uzbekistan
uri	http://www.wikidata.org/entity/Q1011	en	literal	Cape Verde
uri	http://www.wikidata.org/entity/Q298	en	literal	Chile
uri	http://www.wikidata.org/entity/Q1013	en	literal	Lesotho
uri	http://www.wikidata.org/entity/Q334	en	literal	Singapore
uri	http://www.wikidata.org/entity/Q347	en	literal	Liechtenstein
uri	http://www.wikidata.org/entity/Q1014	en	literal	Liberia
uri	http://www.wikidata.org/entity/Q1016	en	literal	Libya
uri	http://www.wikidata.org/entity/Q398	en	literal	Bahrain
uri	http://www.wikidata.org/entity/Q1019	en	literal	Madagascar
uri	http://www.wikidata.org/entity/Q1020	en	literal	Malawi
uri	http://www.wikidata.org/entity/Q403	en	literal	Serbia
uri	http://www.wikidata.org/entity/Q1025	en	literal	Mauritania
uri	http://www.wikidata.org/entity/Q408	en	literal	Australia
uri	http://www.wikidata.org/entity/Q399	en	literal	Armenia
uri	http://www.wikidata.org/entity/Q1027	en	literal	Mauritius
uri	http://www.wikidata.org/entity/Q414	en	literal	Argentina
uri	http://www.wikidata.org/entity/Q1029	en	literal	Mozambique
uri	http://www.wikidata.org/entity/Q423	en	literal	North Korea
uri	http://www.wikidata.org/entity/Q1028	en	literal	Morocco
uri	http://www.wikidata.org/entity/Q419	en	literal	Peru
uri	http://www.wikidata.org/entity/Q1030	en	literal	Namibia
uri	http://www.wikidata.org/entity/Q1032	en	literal	Niger
uri	http://www.wikidata.org/entity/Q424	en	literal	Cambodia
uri	http://www.wikidata.org/entity/Q574	en	literal	East Timor
uri	http://www.wikidata.org/entity/Q1033	en	literal	Nigeria
uri	http://www.wikidata.org/entity/Q1036	en	literal	Uganda
uri	http://www.wikidata.org/entity/Q1037	en	literal	Rwanda
uri	http://www.wikidata.org/entity/Q657	en	literal	Chad
uri	http://www.wikidata.org/entity/Q664	en	literal	New Zealand
uri	http://www.wikidata.org/entity/Q668	en	literal	India
uri	http://www.wikidata.org/entity/Q1039	en	literal	São Tomé and Príncipe
uri	http://www.wikidata.org/entity/Q672	en	literal	Tuvalu
uri	http://www.wikidata.org/entity/Q1041	en	literal	Senegal
uri	http://www.wikidata.org/entity/Q1042	en	literal	Seychelles
uri	http://www.wikidata.org/entity/Q685	en	literal	Solomon Islands
uri	http://www.wikidata.org/entity/Q1044	en	literal	Sierra Leone
uri	http://www.wikidata.org/entity/Q678	en	literal	Tonga
uri	http://www.wikidata.org/entity/Q686	en	literal	Vanuatu
uri	http://www.wikidata.org/entity/Q683	en	literal	Samoa
uri	http://www.wikidata.org/entity/Q1045	en	literal	Somalia
uri	http://www.wikidata.org/entity/Q691	en	literal	Papua New Guinea
uri	http://www.wikidata.org/entity/Q695	en	literal	Palau
uri	http://www.wikidata.org/entity/Q1049	en	literal	Sudan
uri	http://www.wikidata.org/entity/Q697	en	literal	Nauru
uri	http://www.wikidata.org/entity/Q1050	en	literal	Eswatini
uri	http://www.wikidata.org/entity/Q702	en	literal	Federated States of Micronesia
uri	http://www.wikidata.org/entity/Q12560	en	literal	Ottoman Empire
uri	http://www.wikidata.org/entity/Q709	en	literal	Marshall Islands
uri	http://www.wikidata.org/entity/Q710	en	literal	Kiribati
uri	http://www.wikidata.org/entity/Q29999	en	literal	Kingdom of the Netherlands
uri	http://www.wikidata.org/entity/Q62389	en	literal	Icelandic Commonwealth
uri	http://www.wikidata.org/entity/Q738264	en	literal	State of Los Altos
uri	http://www.wikidata.org/entity/Q756617	en	literal	Kingdom of Denmark
uri	http://www.wikidata.org/entity/Q711	en	literal	Mongolia
uri	http://www.wikidata.org/entity/Q712	en	literal	Fiji
uri	http://www.wikidata.org/entity/Q550374	en	literal	South African Republic
uri	http://www.wikidata.org/entity/Q671362	en	literal	Principality of Turov and Pinsk
uri	http://www.wikidata.org/entity/Q717	en	literal	Venezuela
uri	http://www.wikidata.org/entity/Q730	en	literal	Suriname
uri	http://www.wikidata.org/entity/Q733	en	literal	Paraguay
uri	http://www.wikidata.org/entity/Q734	en	literal	Guyana
uri	http://www.wikidata.org/entity/Q736	en	literal	Ecuador
uri	http://www.wikidata.org/entity/Q739	en	literal	Colombia
uri	http://www.wikidata.org/entity/Q750	en	literal	Bolivia
uri	http://www.wikidata.org/entity/Q754	en	literal	Trinidad and Tobago
