abbrev_org,name_org,date de création,GPS_siege,longitude_siege,point_palladio,latitude_siege,nom_siege,members,nombre_pays_membres,population_org,soldats_org,mortsGuerre_org,depensesMilitairesPIB_org,exportations_org,importations_org,superficie_org
AMF,Arab Monetary Fund,1976-04-27,POINT(54.368611111 24.478055555),54.36861111100001,"24.478055555, 54.368611111",24.478055555,Abu Dhabi,Bahrain\Saudi Arabia\Kuwait\Oman\Yemen\United Arab Emirates\Mauritania\Somalia\Libya\Qatar\Algeria\Jordan\Morocco\Iraq\Lebanon\Tunisia\Djibouti\Sudan\Syria\Egypt\Comoros,21,352745474,2305860,8450,48.22641831012741,8116.172065199999,7747.434982800001,1.3776657E7
APEC,Asia Pacific Economic Cooperation,1989-11-07,POINT(103.8 1.3),103.8,"1.3, 103.8",1.3,Singapore,Canada\Japan\Vietnam\New Zealand\Per\China\Russia\United States\Malaysia\Brunei\Australia\Chile\Hong Kong\Mexico\Philippines\Thailand\Korea\South\Taiwan\Indonesia\Papua New Guinea\Singapore,22,2758839484,7604836,512,26.458049485048576,5588.8320089,5593.8074372,6.2883938E7
AsDB,Asian Development Bank,1966-12-19,POINT(120.977222222 14.595833333),120.97722222200001,"14.595833333, 120.977222222",14.595833333,Manila,,0,0,0,0,0.0,0.0,0.0,0.0
ASEAN,Association of Southeast Asian Nations,1967-08-09,POINT(106.84513 -6.21462),106.84513000000001,"-6.21462, 106.84513",-6.21462,Jakarta,Canada\Cambodia\Japan\Pakistan\Vietnam\New Zealand\European Union\India\Laos\China\Russia\United States\Malaysia\Brunei\Australia\Philippines\Thailand\Korea\South\Timor-Leste\Indonesia\Papua New Guinea\Burma\Singapore,24,4514042805,12935446,3818,31.65246200992635,5766.380082400001,6266.971883300001,6.8358588E7
Mekong Group,ASEAN-Mekong Basin Development Group,1995-12-01,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
ANZUS,Australia-New Zealand-United States Security Treaty,1951-09-01,,,,,,New Zealand\United States\Australia,3,339289102,1585700,0,7.64037137673944,898.3205501,787.5041169,1.7835605E7
BIS,Bank for International Settlements,1930-01-20,POINT(7.590555555 47.560555555),7.590555555,"47.560555555, 7.590555555",47.560555555,Basel,Canada\Lithuania\Argentina\Saudi Arabia\Japan\New Zealand\European Union\India\Turkey\France\Slovakia\Norway\China\Finland\Poland\Russia\Bulgaria\United States\Romania\South Africa\Sweden\Malaysia\Austria\Latvia\Brazil\Ireland\Czech Republic\Australia\Algeria\Slovenia\Chile\Belgium\Hong Kong\Mexico\Denmark\Philippines\Croatia\Thailand\Switzerland\Portugal\Estonia\Korea\South\Spain\Hungary\Italy\Netherlands\Bosnia And Herzegovina\Israel\Indonesia\Iceland\Germany\Macedonia\Singapore\Serbia\United Kingdom\Greece,57,5264591106,16188708,1689,89.53386565957153,17885.743689000003,16786.647659,9.1223072E7
Benelux,Benelux Economic Union,1958-02-03,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,Luxembourg\Belgium\Netherlands,3,27781786,78860,0,2.760109638437439,789.6822427,793.2130875,74657.0
BSEC,Black Sea Economic Cooperation Zone,1992-06-25,POINT(28.960277777 41.01),28.960277776999998,"41.01, 28.960277777",41.01,Istanbul,Albania\Azerbaijan\Turkey\France\Slovakia\Armenia\Ukraine\Belarus\Poland\Russia\Bulgaria\United States\Romania\Austria\Czech Republic\Georgia\Moldova\Croatia\Tunisia\Italy\Israel\Germany\Egypt\Serbia\Greece,25,1030566570,4390994,477,49.46026794730817,11100.177539,9694.508710799999,3.2303716E7
Caricom,Caribbean Community and Common Market,1973-07-04,POINT(-58.166666666 6.783333333),-58.166666666000005,"6.783333333, -58.166666666",6.783333333,Georgetown,Aruba\Bahamas\The\Dominica\Saint Kitts And Nevis\Jamaica\Saint Vincent And The Grenadines\Saint Lucia\Bermuda\Dominican Republic\Cayman Islands\Antigua And Barbuda\British Virgin Islands\Turks And Caicos Islands\Puerto Rico\Haiti\Belize\Mexico\Grenada\Colombia\Barbados\Suriname\Anguilla\Venezuela\Montserrat\Guyana\Trinidad And Tobago,27,216906623,822034,202,8.018797639126277,3882.71497305,3914.2057080000004,4542322.6
CDB,Caribbean Development Bank,1969-10-18,POINT(-59.603055555 13.118055555),-59.603055555,"13.118055555, -59.603055555",13.118055555,Saint Michael,Canada\Bahamas\The\Dominica\Saint Kitts And Nevis\Jamaica\Saint Vincent And The Grenadines\Saint Lucia\China\Cayman Islands\Antigua And Barbuda\British Virgin Islands\Turks And Caicos Islands\Haiti\Belize\Mexico\Grenada\Colombia\Barbados\Italy\Anguilla\Venezuela\Germany\Montserrat\Guyana\United Kingdom\Trinidad And Tobago,27,1778229665,4520594,202,15.500754374389148,4468.593264059999,4711.301521400001,2.47994116E7
UDEAC,Central African Customs and Economic Union,1964-12-08,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
BDEAC,Central African States Development Bank,1975-12-03,POINT(11.518055555 3.857777777),11.518055555,"3.857777777, 11.518055555",3.857777777,Yaoundé,Congo\Republic Of The\Kuwait\Gabon\France\Cameroon\Central African Republic\Chad\Equatorial Guinea,9,109816959,423970,48,15.810082192340788,5301.7329283,4259.3643308,3589460.0
BCIE,Central American Bank for Economic Integration,1960-12-13,POINT(-87.206666666 14.094166666),-87.206666666,"14.094166666, -87.206666666",14.094166666,Tegucigalpa y Comayagüela,Argentina\Guatemala\Dominican Republic\Panama\Costa Rica\El Salvador\Mexico\Spain\Colombia\Taiwan\Honduras\Nicaragua,12,321745832,1257924,202,9.471833809237303,4523.557586500001,3445.6799696000003,6972615.0
CACM,Central American Common Market,1960-12-13,POINT(-89.191388888 13.698888888),-89.19138888799999,"13.698888888, -89.191388888",13.698888887999999,San Salvador,Guatemala\Costa Rica\El Salvador\Honduras\Nicaragua,5,38282664,116400,0,3.1600822654195113,1449.9228220999998,1408.3067415,423490.0
CEI,Central European Initiative,1991-07-27,POINT(13.804166666 45.636111111),13.804166665999999,"45.636111111, 13.804166666",45.636111111000005,Trieste,Albania\Slovakia\Montenegro\Ukraine\Belarus\Poland\Bulgaria\Romania\Austria\Czech Republic\Slovenia\Moldova\Croatia\Hungary\Italy\Bosnia And Herzegovina\Macedonia\Serbia,18,245494223,1252630,0,22.356212888087665,7398.1561123,6606.419510599999,2386908.0
CP,Colombo Plan,1951-07-01,POINT(79.833333333 6.916666666),79.833333333,"6.916666666, 79.833333333",6.916666666,Colombo,Japan\Maldives\Pakistan\Vietnam\New Zealand\India\Afghanistan\Bangladesh\Laos\United States\Malaysia\Brunei\Australia\Iran\Philippines\Mongolia\Thailand\Korea\South\Fiji\Bhutan\Nepal\Indonesia\Papua New Guinea\Sri Lanka\Burma\Singapore,27,2818380226,8524636,11211,35.013645416320614,7373.6173343,8783.119042,3.143632E7
C,Commonwealth,1931-12-31,POINT(-0.135833333 51.505),-0.135833333,"51.505, -0.135833333",51.505,Marlborough House,Canada\Swaziland\Bahamas\The\Rwanda\Dominica\Maldives\Pakistan\Tanzania\Saint Kitts And Nevis\New Zealand\Jamaica\Samoa\India\Lesotho\Saint Vincent And The Grenadines\Kenya\Bangladesh\Solomon Islands\Saint Lucia\Tonga\Naur\Seychelles\Malawi\Cameroon\Ghana\Mauritius\Antigua And Barbuda\South Africa\Cyprus\Malaysia\Uganda\Nigeria\Brunei\Australia\Tuval\Kiribati\Belize\Sierra Leone\Grenada\Fiji\Barbados\Malta\Zambia\Mozambique\Papua New Guinea\Vanuat\Sri Lanka\Guyana\Singapore\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Namibia,56,2176879162,5141842,3622,52.1224805077312,18979.489650420008,17790.286089599995,3.15357796E7
CIS,Commonwealth of Independent States,1991-12-08,POINT(30.375833333 59.947777777),30.375833333000003,"59.947777777, 30.375833333",59.947777777,Tauride Palace,Turkmenistan\Azerbaijan\Tajikistan\Armenia\Ukraine\Belarus\Russia\Moldova\Uzbekistan\Kazakhstan\Kyrgyzstan,11,270969995,694894,28,14.449005862823975,6041.497842999999,5147.706298600001,2.2063037E7
CAEU,Council of Arab Economic Unity,1957-06-03,POINT(31.239444444 30.056111111),31.239444444,"30.056111111, 31.239444444",30.056111111,Cairo,Kuwait\Yemen\United Arab Emirates\Mauritania\Somalia\Libya\Jordan\Iraq\Sudan\Syria\Egypt,11,238235749,1274850,8183,16.800903098584307,3720.0635246,3483.2865308,8277385.0
CE,Council of Europe,1949-05-05,POINT(7.77194444 48.595),7.77194444,"48.595, 7.77194444",48.595,Palace of Europe,Lithuania\Monaco\Albania\Azerbaijan\Turkey\France\Slovakia\Norway\Montenegro\Armenia\Ukraine\Finland\Liechtenstein\Poland\Russia\Bulgaria\Romania\Cyprus\Sweden\Austria\Latvia\San Marino\Luxembourg\Andorra\Ireland\Czech Republic\Slovenia\Belgium\Georgia\Denmark\Moldova\Croatia\Switzerland\Portugal\Estonia\Spain\Hungary\Italy\Malta\Netherlands\Bosnia And Herzegovina\Iceland\Germany\Macedonia\Serbia\United Kingdom\Greece,47,820833956,3273084,421,61.94768449016649,16750.567206900003,14498.415963399999,2.3758622E7
CBSS,Council of the Baltic Sea States,1992-03-05,POINT(18.068611111 59.329444444),18.068611111,"59.329444444, 18.068611111",59.329444443999996,Stockholm,Lithuania\European Union\France\Slovakia\Norway\Ukraine\Finland\Belarus\Poland\Russia\United States\Romania\Sweden\Latvia\Denmark\Estonia\Spain\Italy\Netherlands\Iceland\Germany\United Kingdom,22,1430899747,5774910,0,31.582030045259202,6853.398106100001,6308.974052399999,3.6094798E7
Entente,Council of the Entente,1959-05-29,POINT(-4.026666666 5.336388888),-4.026666666000001,"5.336388888, -4.026666666",5.336388888,Abidjan,"Burkina Faso\Benin\Togo\Niger\u""Cote DIvoire""",5,70821528,40900,98,5.56790186387943,2597.7516072999997,1955.5670062999998,2033070.0
CCC,Customs Cooperation Council,1950-12-15,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
EADB,East African Development Bank,1967-06-06,POINT(32.581111111 0.313611111),32.581111111,"0.313611111, 32.581111111",0.313611111,Kampala,Rwanda\Tanzania\Kenya\Uganda,4,129800229,139300,2,6.495207143094712,2389.1078591,2507.8420155999997,1795043.0
ESCAP,Economic and Social Commission for Asia and the Pacific,1947-03-28,,,,,,Solomon Islands,0,571890,0,0,0.0,606.1479449,509.2717391,28896.0
ESCWA,Economic and Social Commission for Western Asia,1973-08-09,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
ECA,Economic Commission for Africa,1958-04-29,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
ECE,Economic Commission for Europe,1947-03-28,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
ECLAC,Economic Commission for Latin America and the Caribbean,1948-02-25,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
CEEAC,Economic Community of Central African States,1983-10-18,POINT(9.4544 0.3901),9.4544,"0.3901, 9.4544",0.3901,Libreville,,0,0,0,0,0.0,0.0,0.0,0.0
CEPGL,Economic Community of the Great Lakes Countries,1976-09-26,,,,,,Rwanda\Congo\Democratic Republic Of The\Burundi,4,93299482,86050,0,1.16123941493457,1122.7074905,1465.0004994,2399026.0
ECOWAS,Economic Community of West African States,1975-05-28,POINT(3.4 6.45),3.4,"6.45, 3.4",6.45,Lagos,"Guinea-Bissa\Burkina Faso\Cape Verde\Liberia\Senegal\Benin\Togo\Ghana\Niger\Guinea\Mali\Nigeria\Sierra Leone\u""Cote DIvoire""\Gambia\The",16,301293956,281250,465,12.90423230613093,8615.1646059,6160.956338600001,5112704.0
ECO,Economic Cooperation Organization,1985-01-01,POINT(51.416666666 35.7),51.416666666000005,"35.7, 51.416666666",35.7,Tehran,Turkmenistan\Pakistan\Azerbaijan\Tajikistan\Turkey\Afghanistan\Iran\Uzbekistan\Kazakhstan\Kyrgyzstan,10,444090373,2157900,10715,13.970393282868459,5123.7666103,4289.5344791,7970133.0
EBRD,European Bank for Reconstruction and Development,1991-04-15,POINT(-0.1275 51.507222222),-0.1275,"51.507222222, -0.1275",51.507222221999996,London,Canada\Lithuania\Turkmenistan\Japan\New Zealand\European Union\Albania\Azerbaijan\Tajikistan\Turkey\France\Slovakia\Norway\Montenegro\Armenia\Ukraine\Finland\Liechtenstein\Belarus\Poland\Russia\Bulgaria\United States\Romania\Cyprus\Sweden\Austria\Latvia\Luxembourg\Ireland\Czech Republic\Australia\Slovenia\Belgium\Georgia\Mexico\Denmark\Moldova\Morocco\Croatia\Mongolia\Switzerland\Portugal\Estonia\Korea\South\Uzbekistan\Spain\Hungary\Italy\Malta\Netherlands\Bosnia And Herzegovina\Israel\Iceland\Germany\Kazakhstan\Kyrgyzstan\Macedonia\Egypt\Serbia\United Kingdom\Greece,63,2171443395,8467000,505,87.56875800673721,22020.472239599996,19951.1913773,6.5589095E7
EFTA,European Free Trade Association,1960-01-04,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Norway\Liechtenstein\Switzerland\Iceland,4,12678104,47730,0,2.160819829727515,840.0929527000001,703.2950701,468239.0
EIB,European Investment Bank,1957-03-25,POINT(6.132777777 49.610555555),6.132777777,"49.610555555, 6.132777777",49.610555555,Luxembourg,Lithuania\France\Slovakia\Finland\Poland\Bulgaria\Romania\Cyprus\Sweden\Austria\Latvia\Luxembourg\Ireland\Czech Republic\Slovenia\Belgium\Denmark\Portugal\Estonia\Spain\Hungary\Italy\Malta\Netherlands\Germany\United Kingdom\Greece,27,502957601,2132880,0,34.95566760478656,8847.689557999998,7935.367400700001,4331066.0
CERN,European Organization for Nuclear Research,1953-07-01,POINT(6.081944444 46.255555555),6.0819444439999995,"46.255555555, 6.081944444",46.255555555,Prévessin-Moëns,Japan\European Union\India\Turkey\France\Slovakia\Norway\Finland\Poland\Russia\Bulgaria\United States\Sweden\Austria\Czech Republic\Belgium\Denmark\Switzerland\Portugal\Spain\Hungary\Italy\Netherlands\Israel\Germany\United Kingdom\Greece,27,2823924900,9352316,910,45.84885028250035,7525.444354100002,7235.6651392,3.9899147E7
ESA,European Space Agency,1973-07-31,POINT(-52.760555555 5.237222222),-52.760555555,"5.237222222, -52.760555555",5.237222222,Guiana Space Centre,France\Norway\Finland\Poland\Romania\Sweden\Austria\Luxembourg\Ireland\Czech Republic\Slovenia\Belgium\Denmark\Switzerland\Portugal\Estonia\Spain\Hungary\Italy\Netherlands\Germany\United Kingdom\Greece,23,495449661,2089560,0,31.50136395994254,7016.025791900001,6452.632704199998,4396775.0
EU,European Union,1992-02-07,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,Lithuania\Turkey\France\Slovakia\Finland\Poland\Bulgaria\Romania\Cyprus\Sweden\Austria\Latvia\Luxembourg\Ireland\Czech Republic\Slovenia\Belgium\Denmark\Croatia\Portugal\Estonia\Spain\Hungary\Italy\Malta\Netherlands\Iceland\Germany\Macedonia\United Kingdom\Greece,31,588615339,2767460,421,38.807395307099654,9915.686883400002,8851.6223841,5299935.0
FAO,Food and Agriculture Organization,1945-10-16,POINT(12.482777777 41.893055555),12.482777777,"41.893055555, 12.482777777",41.893055555,Rome,"Canada\Micronesia\Federated States Of\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Niue\Monaco\Senegal\New Zealand\Yemen\European Union\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Cook Islands\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\San Marino\Guinea\Panama\Mali\Costa Rica\Luxembourg\Andorra\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",199,7372143005,23394609,20944,234.39831430218848,72325.757128,65420.6012405,1.379989806E8
FZ,Franc Zone,1945-12-20,,,,,,"Guinea-Bissa\Burkina Faso\Congo\Republic Of The\Gabon\Senegal\France\Benin\Cameroon\Togo\Central African Republic\Chad\Niger\Mali\Equatorial Guinea\u""Cote DIvoire""\Comoros",17,207237922,479470,189,22.314010154874644,8664.682924100001,7704.4990986,7079986.0
G-2,Group of 2,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
G-3,Group of 3,1990-10-01,,,,,,Mexico\Colombia,2,158449769,769974,202,3.620978704965524,646.47179,671.2061383,3103285.0
G-5,Group of 5,1985-09-22,,,,,,Japan\France\United States\Germany\United Kingdom,5,649190153,2474086,0,11.389678237116158,989.5634503,1066.2682382,1.1356722E7
G-6,Group of 6,1984-05-22,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
G-7,Group of 7,1985-09-22,,,,,,Canada\Japan\France\United States\Italy\Germany\United Kingdom,7,744237546,2907336,0,14.071898350471319,1370.2806397,1489.7210295,2.1642732E7
G-8,Group of 8,1975-10-01,,,,,,Canada\Japan\European Union\France\Russia\United States\Italy\Germany\United Kingdom,9,1375364782,5077666,0,15.687317986861899,1370.2806397,1489.7210295,4.3065756E7
G-9,Group of 9,,,,,,,Finland\Romania\Sweden\Austria\Belgium\Denmark\Hungary\Serbia,8,77717791,338000,0,10.23468391118217,2809.1049021,2663.3583294000005,1354826.0
G-10,Group of 10,1962-10-01,,,,,,Canada\Japan\European Union\France\United States\Sweden\Belgium\Switzerland\Italy\Netherlands\Germany\United Kingdom,12,1280632063,5199416,0,19.85198050275765,2417.088177,2522.2335513000003,2.6531157E7
G-11,Group of 11,1984-06-22,,,,,,Pakistan\Ecuador\El Salvador\Jordan\Georgia\Morocco\Croatia\Tunisia\Indonesia\Sri Lanka\Honduras\Paraguay,12,548096912,2440383,2863,28.19199065160685,4002.5348658000007,5177.6195109,4415514.0
G-15,Group of 15,,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Argentina\Senegal\Jamaica\India\Kenya\Per\Malaysia\Brazil\Nigeria\Iran\Algeria\Chile\Mexico\Venezuela\Indonesia\Zimbabwe\Sri Lanka\Egypt,18,2336344423,5704210,1051,24.556112081745358,5333.6318037,6118.346108999998,2.89343E7
G-19,Group of 19,1975-10-01,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
G-24,Group of 24,1972-01-01,,,,,,"Ethiopia\Argentina\Guatemala\Pakistan\Gabon\India\Congo\Democratic Republic Of The\Per\China\Ghana\South Africa\Brazil\Nigeria\Iran\Algeria\Mexico\Philippines\Lebanon\Colombia\Venezuela\u""Cote DIvoire""\Sri Lanka\Syria\Egypt\Trinidad And Tobago",26,3948242169,9549886,4588,34.44520251340873,9003.4498154,8868.3748304,4.2403419E7
G-77,Group of 77,1967-10-01,POINT(-73.968055555 40.749444444),-73.968055555,"40.749444444, -73.968055555",40.749444444,Q11297,"Micronesia\Federated States Of\Guinea-Bissa\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Vietnam\Saint Kitts And Nevis\Gabon\Senegal\Yemen\Jamaica\Samoa\United Arab Emirates\Uruguay\India\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\Somalia\Per\Laos\Seychelles\Malawi\Benin\Cuba\Cameroon\Togo\China\Dominican Republic\Ghana\Libya\Central African Republic\Mauritius\Antigua And Barbuda\Angola\Chad\South Africa\Qatar\Malaysia\Uganda\Niger\Brazil\Guinea\Panama\Mali\Costa Rica\Nigeria\Ecuador\Brunei\Iran\Algeria\El Salvador\Jordan\Marshall Islands\Chile\Haiti\Belize\Sierra Leone\Philippines\Sao Tome And Principe\Morocco\Mongolia\Thailand\Grenada\Korea\North\Iraq\Equatorial Guinea\Lebanon\Tunisia\Djibouti\Timor-Leste\Colombia\Burundi\Fiji\Barbados\Bhutan\Sudan\Nepal\Bosnia And Herzegovina\Suriname\Venezuela\Indonesia\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Vanuat\u""Cote DIvoire""\Eritrea\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Botswana\Trinidad And Tobago\Gambia\The\Paraguay\Namibia\Comoros",135,5297257853,15358659,20467,155.51144735910495,51589.26232491999,47129.12760389999,7.51613766E7
GCC,Gulf Cooperation Council,1981-05-25,POINT(46.71 24.65),46.71,"24.65, 46.71",24.65,Riyadh,Bahrain\Saudi Arabia\Kuwait\Oman\United Arab Emirates\Qatar,6,38966675,400860,0,27.15010296510089,3321.8876454,2871.9726736000002,2572954.0
